------ Begin Next Fly'm ------
1,200.526,210.111,184
1,200.504,210.108,184.044
1,200.482,210.105,184.091
1,200.461,210.102,184.141
1,200.442,210.099,184.193
1,200.423,210.096,184.247
1,200.405,210.094,184.303
1,200.388,210.091,184.361
1,200.372,210.089,184.42
1,200.356,210.087,184.481
1,200.341,210.085,184.542
1,200.326,210.082,184.605
1,200.313,210.08,184.669
1,200.299,210.078,184.734
1,200.287,210.076,184.8
1,200.275,210.074,184.866
1,200.263,210.072,184.937
1,200.251,210.07,185.013
1,200.239,210.068,185.096
1,200.227,210.065,185.184
1,200.215,210.063,185.279
1,200.203,210.06,185.381
1,200.192,210.058,185.491
1,200.182,210.055,185.609
1,200.172,210.052,185.735
1,200.164,210.049,185.87
1,200.157,210.046,186.014
1,200.151,210.043,186.168
1,200.148,210.04,186.332
1,200.147,210.038,186.418
1,200.147,210.037,186.462
1,200.147,210.037,186.484
1,200.147,210.037,186.495
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.496
1,200.147,210.037,186.497
1,200.147,210.037,186.497
1,200.147,210.037,186.497
1,200.147,210.037,186.499
1,200.147,210.037,186.501
1,200.147,210.037,186.506
1,200.147,210.036,186.516
1,200.147,210.036,186.536
1,200.147,210.035,186.576
1,200.148,210.034,186.657
1,200.151,210.031,186.822
1,200.158,210.027,187.023
1,200.169,210.024,187.236
1,200.184,210.02,187.458
1,200.204,210.017,187.692
1,200.229,210.013,187.935
1,200.259,210.009,188.188
1,200.295,210.006,188.451
1,200.338,210.002,188.724
1,200.387,209.998,189.006
1,200.444,209.994,189.298
1,200.508,209.991,189.599
1,200.58,209.987,189.909
1,200.661,209.983,190.229
1,200.75,209.98,190.558
1,200.848,209.976,190.897
1,200.956,209.973,191.245
1,201.074,209.969,191.604
1,201.203,209.966,191.973
1,201.342,209.962,192.352
1,201.494,209.959,192.743
1,201.657,209.956,193.146
1,201.834,209.952,193.562
1,202.025,209.949,193.99
1,202.23,209.946,194.432
1,202.45,209.943,194.889
1,202.686,209.94,195.361
1,202.94,209.937,195.849
1,203.212,209.934,196.355
1,203.503,209.931,196.879
1,203.815,209.928,197.421
1,204.148,209.926,197.985
1,204.505,209.923,198.569
1,204.887,209.92,199.177
1,205.294,209.918,199.808
1,205.729,209.915,200.464
1,206.194,209.913,201.147
1,206.69,209.91,201.858
1,207.204,209.908,202.576
1,207.726,209.906,203.291
1,208.256,209.904,204.001
1,208.794,209.903,204.709
1,209.339,209.901,205.412
1,209.891,209.899,206.113
1,210.449,209.898,206.81
1,211.012,209.897,207.504
1,211.582,209.896,208.196
1,212.157,209.895,208.885
1,212.736,209.894,209.571
1,213.321,209.893,210.255
1,213.91,209.892,210.936
1,214.503,209.891,211.615
1,215.1,209.891,212.292
1,215.701,209.89,212.967
1,216.305,209.89,213.64
1,216.913,209.889,214.311
1,217.525,209.889,214.981
1,218.139,209.888,215.648
1,218.756,209.888,216.314
1,219.376,209.888,216.979
1,219.999,209.888,217.642
1,220.625,209.888,218.303
1,221.252,209.888,218.963
1,221.882,209.887,219.622
1,222.039,209.887,219.786
1,222.118,209.887,219.867
1,222.128,209.887,219.878
1,222.13,209.887,219.88
1,222.131,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.882
1,222.132,209.887,219.883
1,222.133,209.887,219.883
1,222.134,209.887,219.884
1,222.136,209.887,219.886
1,222.14,209.887,219.891
1,222.149,209.887,219.9
1,222.166,209.887,219.918
1,222.2,209.887,219.953
1,222.269,209.887,220.025
1,222.406,209.887,220.168
1,222.684,209.887,220.456
1,223.248,209.888,221.039
